response_id,submission_id,analysis_id,split_id,TeamIdentifier,study_id,beta_estimate,contrast,adjusted_df,beta_SE,transformation,link_function_reported,dataset,mixed_model,response_transformation_description,response_transformation_status,response_variable_type,response_construction_description,response_variable_name,response_id_S2,test_variable,sample_size,Bayesian,linear_model,model_subclass,num_variables,num_effects,num_fixed_variables,num_fixed_effects,num_random_variables,num_random_effects,num_interactions,num_duplicate_terms,exclusions_all,exclusions_effect_analysis,exclusion_predictions,Conclusion,ReviewerId,PriorBelief,RateAnalysis,PublishableAsIs,Zr,VZr,mean_diversity_index,estimate_type,abs_deviation_score_estimate,box_cox_abs_deviation_score_estimate,folded_mu_val,folded_v_val,box_cox_var,lambda,weights
R_126erjKKuN3IwSJ,1,1,2,Bega,Bega-1-1-2,1.26,reduced-control,382.03,2.21,identity,identity,blue tit,1,power2,power2,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_126erjKKuN3IwSJ,rear_nest_trt_R.C,396,0,linear,standard,6,6,4,4,2,2,0,0,retain,retain,NA,neg_q,Rev116,Negative relationship (more competition = less growth),85,publishable with major revision,0.029165402139678154,0.002617595476795016,NA,Zr,0.38037125506616415,-0.849535800466066,0.3803712550661648,0.002617595476794493,7.959968205248388e-4,0.27313047795776935,1256.2864250395523
R_126erjKKuN3IwSJ,1,1,2,Bega,Bega-1-1-2,1.26,reduced-control,382.03,2.21,identity,identity,blue tit,1,power2,power2,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_126erjKKuN3IwSJ,rear_nest_trt_R.C,396,0,linear,standard,6,6,4,4,2,2,0,0,retain,retain,NA,neg_q,Rev40,Negative relationship (more competition = less growth),70,publishable with minor revision,0.029165402139678154,0.002617595476795016,NA,Zr,0.38037125506616415,-0.849535800466066,0.3803712550661648,0.002617595476794493,7.959968205248388e-4,0.27313047795776935,1256.2864250395523
R_12cozGev3IOOBG2,2,2,1,Bell,Bell-2-2-1,-0.059654,slope,238.2074,0.006402,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_12cozGev3IOOBG2,net_rearing_manipulation,3720,0,linear,standard,7,7,3,3,4,4,0,0,retain,retain,NA,neg_c,Rev33,Negative relationship (more competition = less growth),66,publishable with minor revision,-0.5720249020636065,0.004198022395609876,0.6401192635781862,Zr,0.22081904913712047,-1.2376243507728244,0.22082992979828375,0.004193216962716968,0.002810970285827822,0.27313047795776935,355.74904688311324
R_12cozGev3IOOBG2,2,2,1,Bell,Bell-2-2-1,-0.059654,slope,238.2074,0.006402,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_12cozGev3IOOBG2,net_rearing_manipulation,3720,0,linear,standard,7,7,3,3,4,4,0,0,retain,retain,NA,neg_c,Rev151,Negative relationship (more competition = less growth),78,publishable with minor revision,-0.5720249020636065,0.004198022395609876,0.6401192635781862,Zr,0.22081904913712047,-1.2376243507728244,0.22082992979828375,0.004193216962716968,0.002810970285827822,0.27313047795776935,355.74904688311324
R_12cozGev3IOOBG2,2,2,1,Bell,Bell-2-2-1,-0.059654,slope,238.2074,0.006402,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_12cozGev3IOOBG2,net_rearing_manipulation,3720,0,linear,standard,7,7,3,3,4,4,0,0,retain,retain,NA,neg_c,Rev19,Negative relationship (more competition = less growth),65,publishable with major revision,-0.5720249020636065,0.004198022395609876,0.6401192635781862,Zr,0.22081904913712047,-1.2376243507728244,0.22082992979828375,0.004193216962716968,0.002810970285827822,0.27313047795776935,355.74904688311324
R_12cozGev3IOOBG2,2,2,1,Bell,Bell-2-2-1,-0.059654,slope,238.2074,0.006402,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_12cozGev3IOOBG2,net_rearing_manipulation,3720,0,linear,standard,7,7,3,3,4,4,0,0,retain,retain,NA,neg_c,Rev49,Negative relationship (more competition = less growth),75,publishable with major revision,-0.5720249020636065,0.004198022395609876,0.6401192635781862,Zr,0.22081904913712047,-1.2376243507728244,0.22082992979828375,0.004193216962716968,0.002810970285827822,0.27313047795776935,355.74904688311324
R_1CC5PPCXcQPgu42,1,1,1,Berr,Berr-1-1-1,-0.1811,slope,325,0.01475,identity,identity,blue tit,1,z.score,z.score,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1CC5PPCXcQPgu42,net_rearing_manipulation,3635,0,linear,standard,7,7,5,5,2,2,0,0,retain,retain,NA,neg_q,Rev153,Negative relationship (more competition = less growth),70,publishable with minor revision,-0.6370804863588764,0.003076923076923077,0.5710863310225825,Zr,0.2858746334323904,-1.0605264619569401,0.28587463600544544,0.0030769216057807414,0.0014172141777612232,0.27313047795776935,705.6096500387137
R_1CC5PPCXcQPgu42,1,1,1,Berr,Berr-1-1-1,-0.1811,slope,325,0.01475,identity,identity,blue tit,1,z.score,z.score,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1CC5PPCXcQPgu42,net_rearing_manipulation,3635,0,linear,standard,7,7,5,5,2,2,0,0,retain,retain,NA,neg_q,Rev68,Negative relationship (more competition = less growth),75,publishable with major revision,-0.6370804863588764,0.003076923076923077,0.5710863310225825,Zr,0.2858746334323904,-1.0605264619569401,0.28587463600544544,0.0030769216057807414,0.0014172141777612232,0.27313047795776935,705.6096500387137
R_1CC5PPCXcQPgu42,1,1,1,Berr,Berr-1-1-1,-0.1811,slope,325,0.01475,identity,identity,blue tit,1,z.score,z.score,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1CC5PPCXcQPgu42,net_rearing_manipulation,3635,0,linear,standard,7,7,5,5,2,2,0,0,retain,retain,NA,neg_q,Rev125,NA,65,publishable with major revision,-0.6370804863588764,0.003076923076923077,0.5710863310225825,Zr,0.2858746334323904,-1.0605264619569401,0.28587463600544544,0.0030769216057807414,0.0014172141777612232,0.27313047795776935,705.6096500387137
R_1CC5PPCXcQPgu42,1,1,1,Berr,Berr-1-1-1,-0.1811,slope,325,0.01475,identity,identity,blue tit,1,z.score,z.score,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1CC5PPCXcQPgu42,net_rearing_manipulation,3635,0,linear,standard,7,7,5,5,2,2,0,0,retain,retain,NA,neg_q,Rev74,Negative relationship (more competition = less growth),65,publishable with major revision,-0.6370804863588764,0.003076923076923077,0.5710863310225825,Zr,0.2858746334323904,-1.0605264619569401,0.28587463600544544,0.0030769216057807414,0.0014172141777612232,0.27313047795776935,705.6096500387137
R_1CC5PPCXcQPgu42,1,1,1,Berr,Berr-1-1-1,-0.1811,slope,325,0.01475,identity,identity,blue tit,1,z.score,z.score,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1CC5PPCXcQPgu42,net_rearing_manipulation,3635,0,linear,standard,7,7,5,5,2,2,0,0,retain,retain,NA,neg_q,Rev133,NA,70,publishable with minor revision,-0.6370804863588764,0.003076923076923077,0.5710863310225825,Zr,0.2858746334323904,-1.0605264619569401,0.28587463600544544,0.0030769216057807414,0.0014172141777612232,0.27313047795776935,705.6096500387137
R_1dzfML4yheLxG0D,1,1,1,Bruc,Bruc-1-1-1,-0.02717,slope,458.2,0.01015,log,log,blue tit,1,NA,NA,constructed variable (combining information from two or more original variables),I calculated scaled body mass based on body mass (day_14_weight) and tarsus length (day_14_tarsus_length) to have an estimate of chicksâ€™ body mass independently of body size following the method of Peig and Green (2009).,SMI,R_1dzfML4yheLxG0D,rear_Cs_at_start_of_rearing,3315,0,generalised,standard,11,21,9,19,2,2,10,0,retain,retain,exclude,neg_q,Rev68,Negative relationship (more competition = less growth),90,publishable with major revision,-0.12472989146074091,0.002182453077258839,0.49460265028279893,Zr,0.22647596146574506,-1.2208217680202282,0.22647597263720173,0.002182448017125929,0.0014103072702323597,0.27313047795776935,709.0653371128419
R_1dzfML4yheLxG0D,1,1,1,Bruc,Bruc-1-1-1,-0.02717,slope,458.2,0.01015,log,log,blue tit,1,NA,NA,constructed variable (combining information from two or more original variables),I calculated scaled body mass based on body mass (day_14_weight) and tarsus length (day_14_tarsus_length) to have an estimate of chicksâ€™ body mass independently of body size following the method of Peig and Green (2009).,SMI,R_1dzfML4yheLxG0D,rear_Cs_at_start_of_rearing,3315,0,generalised,standard,11,21,9,19,2,2,10,0,retain,retain,exclude,neg_q,Rev103,Negative relationship (more competition = less growth),82,publishable with minor revision,-0.12472989146074091,0.002182453077258839,0.49460265028279893,Zr,0.22647596146574506,-1.2208217680202282,0.22647597263720173,0.002182448017125929,0.0014103072702323597,0.27313047795776935,709.0653371128419
R_1dzfML4yheLxG0D,1,1,1,Bruc,Bruc-1-1-1,-0.02717,slope,458.2,0.01015,log,log,blue tit,1,NA,NA,constructed variable (combining information from two or more original variables),I calculated scaled body mass based on body mass (day_14_weight) and tarsus length (day_14_tarsus_length) to have an estimate of chicksâ€™ body mass independently of body size following the method of Peig and Green (2009).,SMI,R_1dzfML4yheLxG0D,rear_Cs_at_start_of_rearing,3315,0,generalised,standard,11,21,9,19,2,2,10,0,retain,retain,exclude,neg_q,Rev58,Negative relationship (more competition = less growth),55,publishable with major revision,-0.12472989146074091,0.002182453077258839,0.49460265028279893,Zr,0.22647596146574506,-1.2208217680202282,0.22647597263720173,0.002182448017125929,0.0014103072702323597,0.27313047795776935,709.0653371128419
R_1dzfML4yheLxG0D,1,1,1,Bruc,Bruc-1-1-1,-0.02717,slope,458.2,0.01015,log,log,blue tit,1,NA,NA,constructed variable (combining information from two or more original variables),I calculated scaled body mass based on body mass (day_14_weight) and tarsus length (day_14_tarsus_length) to have an estimate of chicksâ€™ body mass independently of body size following the method of Peig and Green (2009).,SMI,R_1dzfML4yheLxG0D,rear_Cs_at_start_of_rearing,3315,0,generalised,standard,11,21,9,19,2,2,10,0,retain,retain,exclude,neg_q,Rev122,Negative relationship (more competition = less growth),45,publishable with major revision,-0.12472989146074091,0.002182453077258839,0.49460265028279893,Zr,0.22647596146574506,-1.2208217680202282,0.22647597263720173,0.002182448017125929,0.0014103072702323597,0.27313047795776935,709.0653371128419
R_1dzfML4yheLxG0D,1,1,1,Bruc,Bruc-1-1-1,-0.02717,slope,458.2,0.01015,log,log,blue tit,1,NA,NA,constructed variable (combining information from two or more original variables),I calculated scaled body mass based on body mass (day_14_weight) and tarsus length (day_14_tarsus_length) to have an estimate of chicksâ€™ body mass independently of body size following the method of Peig and Green (2009).,SMI,R_1dzfML4yheLxG0D,rear_Cs_at_start_of_rearing,3315,0,generalised,standard,11,21,9,19,2,2,10,0,retain,retain,exclude,neg_q,Rev105,Positive relationship (more competition = more growth),70,publishable with major revision,-0.12472989146074091,0.002182453077258839,0.49460265028279893,Zr,0.22647596146574506,-1.2208217680202282,0.22647597263720173,0.002182448017125929,0.0014103072702323597,0.27313047795776935,709.0653371128419
R_1E099fIoICERZIZ,1,1,2,Burr,Burr-1-1-2,-0.23341,control-enlarged,488.07,0.07759,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev117,Negative relationship (more competition = less growth),100,publishable with minor revision,-0.13574992615436304,0.0020488864302251725,0.5908149312242669,Zr,0.21545592677212294,-1.2538457465991908,0.21545594383848526,0.0020488790761270664,0.001423572085168764,0.27313047795776935,702.4582811213597
R_1E099fIoICERZIZ,1,1,2,Burr,Burr-1-1-2,-0.23341,control-enlarged,488.07,0.07759,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev135,Negative relationship (more competition = less growth),95,publishable as is,-0.13574992615436304,0.0020488864302251725,0.5908149312242669,Zr,0.21545592677212294,-1.2538457465991908,0.21545594383848526,0.0020488790761270664,0.001423572085168764,0.27313047795776935,702.4582811213597
R_1E099fIoICERZIZ,1,1,2,Burr,Burr-1-1-2,-0.23341,control-enlarged,488.07,0.07759,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev29,NA,25,deeply flawed and unpublishable,-0.13574992615436304,0.0020488864302251725,0.5908149312242669,Zr,0.21545592677212294,-1.2538457465991908,0.21545594383848526,0.0020488790761270664,0.001423572085168764,0.27313047795776935,702.4582811213597
R_1E099fIoICERZIZ,1,1,2,Burr,Burr-1-1-2,-0.23341,control-enlarged,488.07,0.07759,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev1,Negative relationship (more competition = less growth),55,deeply flawed and unpublishable,-0.13574992615436304,0.0020488864302251725,0.5908149312242669,Zr,0.21545592677212294,-1.2538457465991908,0.21545594383848526,0.0020488790761270664,0.001423572085168764,0.27313047795776935,702.4582811213597
R_1E099fIoICERZIZ,1,1,2,Burr,Burr-1-1-2,-0.23341,control-enlarged,488.07,0.07759,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev63,Negative relationship (more competition = less growth),75,publishable with minor revision,-0.13574992615436304,0.0020488864302251725,0.5908149312242669,Zr,0.21545592677212294,-1.2538457465991908,0.21545594383848526,0.0020488790761270664,0.001423572085168764,0.27313047795776935,702.4582811213597
R_1E099fIoICERZIZ,1,1,1,Burr,Burr-1-1-1,-0.35656,reduced-enlarged,488.07,0.02514,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_R.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev117,Negative relationship (more competition = less growth),100,publishable with minor revision,-0.6044936418889568,0.0020488864302251725,0.5908149312242669,Zr,0.25328778896247084,-1.1450911501647831,0.2532877891303334,0.002048886345190098,0.001125245909768345,0.27313047795776935,888.6946322745315
R_1E099fIoICERZIZ,1,1,1,Burr,Burr-1-1-1,-0.35656,reduced-enlarged,488.07,0.02514,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_R.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev135,Negative relationship (more competition = less growth),95,publishable as is,-0.6044936418889568,0.0020488864302251725,0.5908149312242669,Zr,0.25328778896247084,-1.1450911501647831,0.2532877891303334,0.002048886345190098,0.001125245909768345,0.27313047795776935,888.6946322745315
R_1E099fIoICERZIZ,1,1,1,Burr,Burr-1-1-1,-0.35656,reduced-enlarged,488.07,0.02514,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_R.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev29,NA,25,deeply flawed and unpublishable,-0.6044936418889568,0.0020488864302251725,0.5908149312242669,Zr,0.25328778896247084,-1.1450911501647831,0.2532877891303334,0.002048886345190098,0.001125245909768345,0.27313047795776935,888.6946322745315
R_1E099fIoICERZIZ,1,1,1,Burr,Burr-1-1-1,-0.35656,reduced-enlarged,488.07,0.02514,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_R.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev1,Negative relationship (more competition = less growth),55,deeply flawed and unpublishable,-0.6044936418889568,0.0020488864302251725,0.5908149312242669,Zr,0.25328778896247084,-1.1450911501647831,0.2532877891303334,0.002048886345190098,0.001125245909768345,0.27313047795776935,888.6946322745315
R_1E099fIoICERZIZ,1,1,1,Burr,Burr-1-1-1,-0.35656,reduced-enlarged,488.07,0.02514,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1E099fIoICERZIZ,rear_nest_trt_R.E,NA,0,linear,standard,8,8,5,5,3,3,0,0,retain,exclude_partial,NA,neg_c,Rev63,Negative relationship (more competition = less growth),75,publishable with minor revision,-0.6044936418889568,0.0020488864302251725,0.5908149312242669,Zr,0.25328778896247084,-1.1450911501647831,0.2532877891303334,0.002048886345190098,0.001125245909768345,0.27313047795776935,888.6946322745315
R_1E099fIoICERZIZ,2,2,2,Burr,Burr-2-2-2,-0.89111,control-enlarged,459.58,0.14331,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,10,10,6,6,4,4,0,0,retain,exclude_partial,NA,neg_c,Rev117,Negative relationship (more competition = less growth),100,publishable with minor revision,-0.28613062801670464,0.0021758997345402323,0.5985508285948895,Zr,0.06507522490978135,-1.9253026793942547,0.06853341603441696,0.0017138555182523807,0.006295187911542521,0.27313047795776935,158.85149324398296
R_1E099fIoICERZIZ,2,2,2,Burr,Burr-2-2-2,-0.89111,control-enlarged,459.58,0.14331,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,10,10,6,6,4,4,0,0,retain,exclude_partial,NA,neg_c,Rev135,Negative relationship (more competition = less growth),95,publishable as is,-0.28613062801670464,0.0021758997345402323,0.5985508285948895,Zr,0.06507522490978135,-1.9253026793942547,0.06853341603441696,0.0017138555182523807,0.006295187911542521,0.27313047795776935,158.85149324398296
R_1E099fIoICERZIZ,2,2,2,Burr,Burr-2-2-2,-0.89111,control-enlarged,459.58,0.14331,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,10,10,6,6,4,4,0,0,retain,exclude_partial,NA,neg_c,Rev29,NA,25,deeply flawed and unpublishable,-0.28613062801670464,0.0021758997345402323,0.5985508285948895,Zr,0.06507522490978135,-1.9253026793942547,0.06853341603441696,0.0017138555182523807,0.006295187911542521,0.27313047795776935,158.85149324398296
R_1E099fIoICERZIZ,2,2,2,Burr,Burr-2-2-2,-0.89111,control-enlarged,459.58,0.14331,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,10,10,6,6,4,4,0,0,retain,exclude_partial,NA,neg_c,Rev1,Negative relationship (more competition = less growth),55,deeply flawed and unpublishable,-0.28613062801670464,0.0021758997345402323,0.5985508285948895,Zr,0.06507522490978135,-1.9253026793942547,0.06853341603441696,0.0017138555182523807,0.006295187911542521,0.27313047795776935,158.85149324398296
R_1E099fIoICERZIZ,2,2,2,Burr,Burr-2-2-2,-0.89111,control-enlarged,459.58,0.14331,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1E099fIoICERZIZ,rear_nest_trt_C.E,NA,0,linear,standard,10,10,6,6,4,4,0,0,retain,exclude_partial,NA,neg_c,Rev63,Negative relationship (more competition = less growth),75,publishable with minor revision,-0.28613062801670464,0.0021758997345402323,0.5985508285948895,Zr,0.06507522490978135,-1.9253026793942547,0.06853341603441696,0.0017138555182523807,0.006295187911542521,0.27313047795776935,158.85149324398296
